county,date_str,num_events_by_county,num_devices_by_county,avg_events_by_county
DuPage County,2019-12-16,220460,18359,12.008279318045645
DuPage County,2019-12-17,233224,18391,12.68142025990974
DuPage County,2019-12-18,240306,18370,13.081437125748502
DuPage County,2019-12-19,244158,18397,13.271620372886884
DuPage County,2019-12-20,256516,18475,13.884492557510148
DuPage County,2019-12-21,226627,18058,12.549950160593642
DuPage County,2019-12-22,188504,17449,10.803140581122127
DuPage County,2019-12-23,177839,17670,10.064459535936615
DuPage County,2019-12-24,184588,17482,10.558746138885711
DuPage County,2019-12-25,116891,15867,7.366925064599483
DuPage County,2019-12-26,144834,17096,8.471806270472625
DuPage County,2019-12-27,150165,16782,8.947979978548444
DuPage County,2019-12-28,141104,16257,8.67958417912284
DuPage County,2019-12-29,115907,15941,7.270999309955461
DuPage County,2019-12-30,117405,16527,7.103830096206208
DuPage County,2019-12-31,172021,17157,10.026286646849682
DuPage County,2020-01-01,142313,16039,8.87293472161606
DuPage County,2020-01-02,177021,17486,10.123584581951276
DuPage County,2020-01-03,202945,17659,11.49244011552183
DuPage County,2020-01-04,204770,17604,11.632015451033856
DuPage County,2020-01-05,188090,17517,10.737569218473483
DuPage County,2020-01-06,206710,18326,11.279602750190985
DuPage County,2020-01-07,231347,18567,12.460117412613776
DuPage County,2020-01-08,230611,18454,12.496531917199523
DuPage County,2020-01-09,232661,18574,12.526165607838914
DuPage County,2020-01-10,241905,18699,12.93678806353281
DuPage County,2020-01-11,215349,17934,12.007862161257945
DuPage County,2020-01-12,188938,17900,10.555195530726257
DuPage County,2020-01-13,212510,18636,11.403198111182657
DuPage County,2020-01-14,234543,18658,12.57063993997213
DuPage County,2020-01-15,228746,18525,12.34796221322537
DuPage County,2020-01-16,233498,18601,12.552981022525671
DuPage County,2020-01-17,240489,18732,12.838404868673926
DuPage County,2020-01-18,224482,18605,12.065681268476217
DuPage County,2020-01-19,182210,17229,10.575773405305009
DuPage County,2020-01-20,197195,18308,10.770974437404414
DuPage County,2020-01-21,225028,18665,12.056147870345567
DuPage County,2020-01-22,229084,18648,12.284641784641785
DuPage County,2020-01-23,233444,18855,12.381012993900821
DuPage County,2020-01-24,238279,18857,12.636103303812908
DuPage County,2020-01-25,220354,18280,12.05437636761488
DuPage County,2020-01-26,191174,17859,10.704630718405285
DuPage County,2020-01-27,211034,18650,11.31549597855228
DuPage County,2020-01-28,227793,18709,12.175583943556576
DuPage County,2020-01-29,229331,18693,12.268282244690527
DuPage County,2020-01-30,228620,18731,12.205434840638514
DuPage County,2020-01-31,237673,18783,12.653622956929137
DuPage County,2020-02-01,220749,18252,12.094510190664037
DuPage County,2020-02-02,206818,18387,11.248055691521184
DuPage County,2020-02-03,212858,18820,11.31020191285866
DuPage County,2020-02-04,229819,18822,12.210126447773881
DuPage County,2020-02-05,230694,18787,12.27944855485176
DuPage County,2020-02-06,240793,19195,12.54456889815056
DuPage County,2020-02-07,240440,18914,12.712276620492757
DuPage County,2020-02-08,225319,18330,12.292362247681396
DuPage County,2020-02-09,196873,18192,10.821954705364996
DuPage County,2020-02-10,213178,18954,11.247124617494988
DuPage County,2020-02-11,223537,18935,11.805492474254027
DuPage County,2020-02-12,235005,18951,12.400664872566091
DuPage County,2020-02-14,250804,18921,13.255324771418001
DuPage County,2020-02-15,211584,17992,11.759893285904846
DuPage County,2020-02-16,190950,17948,10.639068419879653
DuPage County,2020-02-17,197860,18594,10.64106701086372
DuPage County,2020-02-18,226268,19083,11.857045537913326
DuPage County,2020-02-19,235249,18979,12.395226302755677
DuPage County,2020-02-20,231582,18937,12.229075355124888
DuPage County,2020-02-21,243283,18983,12.8158352209872
DuPage County,2020-02-22,231725,18753,12.356689596331254
DuPage County,2020-02-23,211937,18811,11.26665249056403
DuPage County,2020-02-24,219515,19160,11.456941544885177
DuPage County,2020-02-25,234470,19083,12.286852172090342
DuPage County,2020-02-26,235140,19145,12.282057978584486
DuPage County,2020-02-27,230542,19009,12.128044610447683
DuPage County,2020-02-28,228073,18931,12.04759389361365
DuPage County,2020-02-29,213900,18508,11.55716446941863
DuPage County,2020-03-01,201539,18882,10.673604491049677
DuPage County,2020-03-02,202754,19292,10.509744972009123
DuPage County,2020-03-03,220156,19265,11.427770568388269
DuPage County,2020-03-04,223831,19361,11.560921440008263
DuPage County,2020-03-05,222389,19295,11.525732054936512
DuPage County,2020-03-06,225800,19292,11.70433340244661
DuPage County,2020-03-07,215767,19075,11.311507208387942
DuPage County,2020-03-08,204164,19337,10.558204478460981
DuPage County,2020-03-09,209395,19296,10.851730928689884
DuPage County,2020-03-10,219327,19480,11.259086242299794
DuPage County,2020-03-11,223317,19406,11.507626507265794
DuPage County,2020-03-12,221708,19490,11.375474602360185
DuPage County,2020-03-13,224620,19605,11.457281305789339
DuPage County,2020-03-14,182642,18338,9.95975569854946
DuPage County,2020-03-15,158342,18082,8.75688530029864
DuPage County,2020-03-16,163697,18506,8.845617637522965
DuPage County,2020-03-17,174305,18988,9.179745102169791
DuPage County,2020-03-18,145240,17765,8.175626231353785
DuPage County,2020-03-19,151707,17970,8.442237061769616
DuPage County,2020-03-20,163889,18269,8.970879632163774
DuPage County,2020-03-21,143962,17357,8.294175260701735
DuPage County,2020-03-22,100476,14654,6.856557936399618
DuPage County,2020-03-23,115537,16575,6.970558069381599
DuPage County,2020-03-24,134610,17544,7.672708618331053
DuPage County,2020-03-25,152003,18255,8.326650232812929
DuPage County,2020-03-26,133987,17253,7.766011708108735
DuPage County,2020-03-27,132105,17358,7.610611821638438
DuPage County,2020-03-28,125118,16773,7.459488463602218
DuPage County,2020-03-29,107767,15293,7.046818805989669
DuPage County,2020-03-30,135606,17549,7.7272779075730815
DuPage County,2020-03-31,124374,17015,7.309667940052894
DuPage County,2020-04-01,137224,18080,7.5898230088495575
DuPage County,2020-04-02,173798,18879,9.20589014248636
DuPage County,2020-04-03,181168,19029,9.520626412318041
DuPage County,2020-04-04,153050,17459,8.766252362678275
DuPage County,2020-04-05,157655,18224,8.650954784899033
DuPage County,2020-04-06,161185,18270,8.822386425834702
DuPage County,2020-04-07,180491,19153,9.423641205033155
Kane County,2019-03-01,123121,10076,12.219233822945613
Kane County,2019-03-02,118489,9814,12.073466476462198
Kane County,2019-03-03,101599,9669,10.507705036715276
Kane County,2019-03-04,20097,5497,3.655994178642896
Kane County,2019-03-05,123339,10095,12.21783060921248
Kane County,2019-03-06,124799,10145,12.30152784622967
Kane County,2019-03-07,126075,10231,12.322842341902062
Kane County,2019-03-08,114724,10200,11.247450980392157
Kane County,2019-03-09,123142,9978,12.341350972138706
Kane County,2019-03-10,109037,9825,11.097913486005089
Kane County,2019-03-11,124846,10351,12.06125012076128
Kane County,2019-03-12,128838,10393,12.396613104974502
Kane County,2019-03-13,127800,10331,12.370535282160487
Kane County,2019-03-14,133525,10376,12.868639167309174
Kane County,2019-03-15,134664,10259,13.12642557754167
Kane County,2019-03-16,123845,10160,12.189468503937007
Kane County,2019-03-17,111712,10159,10.996357909243036
Kane County,2019-03-18,125701,10430,12.051869606903164
Kane County,2019-03-19,128704,10483,12.277401507202137
Kane County,2019-03-20,128397,10373,12.378000578424757
Kane County,2019-03-21,129524,10379,12.47942961749687
Kane County,2019-03-22,130212,10379,12.545717313806724
Kane County,2019-03-23,114183,9994,11.425155093055833
Kane County,2019-03-24,95873,9346,10.258185319922962
Kane County,2019-03-25,103949,9659,10.761880111812816
Kane County,2019-03-26,106142,9681,10.963950005164756
Kane County,2019-03-27,108716,9727,11.17672458106302
Kane County,2019-03-28,108154,9780,11.058691206543967
Kane County,2019-03-29,110498,9831,11.239751805513173
Kane County,2019-03-30,102821,9758,10.537097765935643
Kane County,2019-03-31,96830,10033,9.65115120103658
Kane County,2019-04-01,107394,10483,10.244586473337785
Kane County,2019-04-02,110295,10532,10.472369920243068
Kane County,2019-04-03,124230,10659,11.654939487756826
Kane County,2019-04-04,121252,10543,11.500711372474628
Kane County,2019-04-05,121387,10647,11.401051939513478
Kane County,2019-04-06,108806,10725,10.145081585081584
Kane County,2019-04-07,106755,10478,10.188490169879747
Kane County,2019-04-08,121045,10927,11.077605930264482
Kane County,2019-04-09,129704,10862,11.94107899097772
Kane County,2019-04-10,128341,10658,12.041752674047665
Kane County,2019-04-11,122456,10654,11.493899005068519
Kane County,2019-04-12,126088,10685,11.800467945718296
Kane County,2019-04-13,125618,10655,11.78958235570155
Kane County,2019-04-14,103002,10238,10.060754053526079
Kane County,2019-04-15,129160,10782,11.979224633648673
Kane County,2019-04-16,133851,10974,12.19710224166211
Kane County,2019-04-17,136676,10968,12.461342086068564
Kane County,2019-04-18,139229,10896,12.777991923641704
Kane County,2019-04-19,137441,10855,12.661538461538461
Kane County,2019-04-20,131309,10877,12.072170635285465
Kane County,2019-04-21,106539,10833,9.834671836056494
Kane County,2019-04-22,136067,11212,12.135836603638959
Kane County,2019-04-23,131064,10970,11.947493163172288
Kane County,2019-04-24,136992,11021,12.430088013791853
Kane County,2019-04-25,136780,11075,12.350338600451467
Kane County,2019-04-26,142266,11090,12.828313796212804
Kane County,2019-04-27,124524,10479,11.883194961351274
Kane County,2019-04-28,110484,10527,10.495297805642632
Kane County,2019-04-29,131770,10853,12.141343407352805
Kane County,2019-04-30,134452,10822,12.423951210497135
Kane County,2019-05-01,133289,10907,12.220500595947557
Kane County,2019-05-02,139267,10875,12.806160919540229
Kane County,2019-05-03,140138,11083,12.644410358206262
Kane County,2019-05-04,129608,11036,11.744110184849584
Kane County,2019-05-05,122227,11173,10.939497001700529
Kane County,2019-05-06,136896,11236,12.183695265218939
Kane County,2019-05-07,137814,11045,12.477501131733817
Kane County,2019-05-08,137148,11053,12.408214964263095
Kane County,2019-05-09,141592,11078,12.781368478064632
Kane County,2019-05-10,141914,11164,12.71175206019348
Kane County,2019-05-11,134991,10821,12.47490989742168
Kane County,2019-05-12,117209,10847,10.805660551304507
Kane County,2019-05-13,134199,11277,11.90023942537909
Kane County,2019-05-14,141404,11318,12.493726806856335
Kane County,2019-05-15,143812,11366,12.652824212563786
Kane County,2019-05-16,146451,11362,12.889544094349587
Kane County,2019-05-17,147988,11280,13.11950354609929
Kane County,2019-05-18,135875,11125,12.213483146067416
Kane County,2019-05-19,125606,11143,11.272188818092076
Kane County,2019-05-20,138730,11325,12.249889624724062
Kane County,2019-05-21,140907,11147,12.640800215304566
Kane County,2019-05-22,143172,11377,12.584336819899798
Kane County,2019-05-23,147837,11501,12.85427354143118
Kane County,2019-05-24,149533,11361,13.161957574157205
Kane County,2019-05-25,128703,10874,11.83584697443443
Kane County,2019-05-26,114040,10518,10.842365468720288
Kane County,2019-05-27,119059,11062,10.762881938166696
Kane County,2019-05-28,138997,11323,12.275633665989579
Kane County,2019-05-29,141343,11393,12.406126568945844
Kane County,2019-05-30,144109,11432,12.605755773268019
Kane County,2019-05-31,149446,11473,13.025886864813039
Kane County,2019-06-01,141506,11299,12.523763164881847
Kane County,2019-06-02,122484,11310,10.829708222811671
Kane County,2019-06-03,136599,11463,11.91651400157027
Kane County,2019-06-04,139018,11325,12.275320088300221
Kane County,2019-06-05,141703,11353,12.481546727737163
Kane County,2019-06-06,143907,11418,12.603520756699947
Kane County,2019-06-07,144630,11455,12.625927542557836
Kane County,2019-06-08,134253,11139,12.052518179369782
Kane County,2019-06-09,118597,11173,10.614606641009576
Kane County,2019-06-10,134590,11439,11.765888626628202
Kane County,2019-06-11,140692,11427,12.312242933403343
Kane County,2019-06-12,137888,11279,12.225197269261459
Kane County,2019-06-13,135336,11375,11.89767032967033
Kane County,2019-06-14,138762,11374,12.199929664146298
Kane County,2019-06-15,128910,10948,11.774753379612715
Kane County,2019-06-16,113370,10915,10.386623912047641
Kane County,2019-06-17,132201,11422,11.57424268954649
Kane County,2019-06-18,139409,11529,12.09202879694683
Kane County,2019-06-19,140836,11420,12.332399299474606
Kane County,2019-06-20,135164,11357,11.901382407325878
Kane County,2019-06-21,138090,11410,12.102541630148993
Kane County,2019-06-22,127655,11193,11.40489591709104
Kane County,2019-06-23,119183,11159,10.680437315171611
Kane County,2019-06-24,134536,11430,11.770428696412948
Kane County,2019-06-25,139706,11521,12.126204322541446
Kane County,2019-06-26,144456,11560,12.496193771626297
Kane County,2019-06-27,145963,11600,12.583017241379311
Kane County,2019-06-28,140236,11442,12.256248907533648
Kane County,2019-06-29,133186,11248,11.840860597439544
Kane County,2019-06-30,125392,11107,11.289457099126677
Kane County,2019-07-01,134685,11418,11.79584866001051
Kane County,2019-07-02,140568,11389,12.342435683554307
Kane County,2019-07-03,137863,11292,12.208908962097059
Kane County,2019-07-04,114701,10759,10.660935031136722
Kane County,2019-07-05,126318,10660,11.849718574108818
Kane County,2019-07-06,119330,10644,11.211010898158587
Kane County,2019-07-07,114755,11176,10.267984967788117
Kane County,2019-07-08,133990,11640,11.511168384879726
Kane County,2019-07-09,139452,11588,12.034173282706249
Kane County,2019-07-10,138406,11564,11.968695952957454
Kane County,2019-07-11,143310,11655,12.296010296010296
Kane County,2019-07-12,140471,11660,12.047255574614065
Kane County,2019-07-13,131858,11359,11.60824016198609
Kane County,2019-07-14,125473,11388,11.018001404987706
Kane County,2019-07-15,136250,11669,11.676236181335161
Kane County,2019-07-16,138607,11622,11.9262605403545
Kane County,2019-07-17,143251,11644,12.302559257986946
Kane County,2019-07-18,140403,11552,12.153999307479225
Kane County,2019-07-19,142330,11525,12.349674620390456
Kane County,2019-07-20,131453,11188,11.749463711119056
Kane County,2019-07-21,119173,11319,10.52858026327414
Kane County,2019-07-22,135003,11738,11.501363094223889
Kane County,2019-07-23,138470,11700,11.835042735042736
Kane County,2019-07-24,139644,11759,11.875499617314398
Kane County,2019-07-25,141008,11756,11.99455597141885
Kane County,2019-07-26,138964,11699,11.878280194888452
Kane County,2019-07-27,128769,11280,11.415691489361702
Kane County,2019-07-28,120645,11353,10.626706597375144
Kane County,2019-07-29,133295,11653,11.43868531708573
Kane County,2019-07-30,138261,11738,11.778923155563128
Kane County,2019-07-31,139666,11832,11.804090601757945
Kane County,2019-08-01,139405,11817,11.796987391046796
Kane County,2019-08-02,138405,11719,11.81030804676167
Kane County,2019-08-03,127342,11327,11.242341308378212
Kane County,2019-08-04,120055,11503,10.436842562809701
Kane County,2019-08-05,136241,11856,11.491312415654521
Kane County,2019-08-06,140354,11749,11.946037960677504
Kane County,2019-08-07,141260,11832,11.938810006761326
Kane County,2019-08-08,142999,11868,12.04912369396697
Kane County,2019-08-09,143314,11795,12.150402713013989
Kane County,2019-08-10,131217,11523,11.387399114813851
Kane County,2019-08-11,122972,11676,10.532031517643029
Kane County,2019-08-12,139870,11974,11.681142475363288
Kane County,2019-08-13,144353,12013,12.016398901190376
Kane County,2019-08-14,149851,12053,12.432672363726873
Kane County,2019-08-15,148164,12167,12.177529382756637
Kane County,2019-08-16,151742,12151,12.48802567689902
Kane County,2019-08-17,136295,11756,11.593654304185097
Kane County,2019-08-18,124356,11841,10.50215353432987
Kane County,2019-08-19,146744,12258,11.971284059389786
Kane County,2019-08-20,149163,12211,12.215461469167144
Kane County,2019-08-21,151544,12230,12.391169255928046
Kane County,2019-08-22,148706,12340,12.050729335494328
Kane County,2019-08-23,153111,12370,12.377607113985448
Kane County,2019-08-24,139363,12118,11.500495131209771
Kane County,2019-08-25,127513,12157,10.488854158098215
Kane County,2019-08-26,142434,12194,11.680662620961128
Kane County,2019-08-27,144641,12311,11.748923726748437
Kane County,2019-08-28,149603,12371,12.093040174601892
Kane County,2019-08-29,270547,12338,21.92794618252553
Kane County,2019-08-30,149573,12332,12.128851767758677
Kane County,2019-08-31,130501,11733,11.122560300008523
Kane County,2019-09-01,111182,11163,9.959867419152557
Kane County,2019-09-02,116049,11978,9.688512272499583
Kane County,2019-09-03,146229,12327,11.8624969578973
Kane County,2019-09-04,149475,12402,12.05249153362361
Kane County,2019-09-05,150635,12395,12.152884227511093
Kane County,2019-09-06,153556,12362,12.421614625465136
Kane County,2019-09-07,142187,12252,11.60520731309174
Kane County,2019-09-08,124547,11967,10.407537394501546
Kane County,2019-09-09,142662,12313,11.58629091204418
Kane County,2019-09-10,150360,12457,12.070321907361324
